complaint_id,text,category,priority,sentiment,resolution_time
17859,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,7
17860,Trade-related query,Trade,Medium,neutral,8
17861,I need a quote for a large order,Trade,Medium,neutral,9
17862,Torn box deadline!,Packaging,High,negative,2
17863,Trade-related query fast!,Trade,High,negative,2
17864,Inquiry about pricing,Trade,Medium,neutral,13
17865,This product broke immediately No rush.,Product,Low,positive,16
17866,Quality is terrible and broke,Product,Medium,neutral,11
17867,Poor packaging quality critical!,Packaging,High,negative,4
17868,Item is completely broken,Product,Medium,neutral,10
17869,I need a quote for a large order No rush.,Trade,Low,positive,26
17870,Box was broken urgent!!!,Packaging,High,negative,2
17871,Box was broken It has been 3 days.,Packaging,Medium,neutral,8
17872,Product stopped working,Product,Medium,neutral,11
17873,Product stopped working,Product,Medium,neutral,12
17874,Defective item received It has been 3 days.,Product,Medium,neutral,10
17875,Box was broken It has been 2 days.,Packaging,Medium,neutral,10
17876,Item is completely broken immediately!!,Product,High,negative,4
17877,Need bulk order details No rush.,Trade,Low,positive,22
17878,Wrapping was completely destroyed,Packaging,Medium,neutral,8
17879,Product stopped working,Product,Medium,neutral,9
17880,Trade-related query,Trade,Medium,neutral,7
17881,Need bulk order details It has been 3 days.,Trade,Medium,neutral,6
17882,Defective item received,Product,Medium,neutral,11
17883,Trade-related query,Trade,Medium,neutral,15
17884,Torn box,Packaging,Medium,neutral,10
17885,Damaged packaging,Packaging,High,negative,1
17886,Need bulk order details,Trade,Medium,neutral,6
17887,Damaged packaging It has been 4 days.,Packaging,Medium,neutral,12
17888,Product malfunctioning No rush.,Product,Low,positive,30
17889,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,14
17890,Damaged packaging urgent!,Packaging,High,negative,5
17891,Item is completely broken No rush.,Product,Low,positive,30
17892,I need a refund because it broke,Product,Medium,neutral,9
17893,Damaged packaging,Packaging,High,negative,3
17894,Trade-related query No rush.,Trade,Low,positive,27
17895,Item is completely broken asap!!!,Product,High,negative,2
17896,This product broke immediately No rush.,Product,Low,positive,21
17897,I need a refund because it broke,Product,Medium,neutral,15
17898,Product malfunctioning,Product,Medium,neutral,11
17899,Trade-related query It has been 4 days.,Trade,Medium,neutral,10
17900,Wrapping was completely destroyed No rush.,Packaging,Low,positive,28
17901,Damaged packaging,Packaging,Medium,neutral,12
17902,Wrapping was completely destroyed It has been 4 days.,Packaging,Medium,neutral,8
17903,Quality is terrible and broke,Product,High,negative,2
17904,I need a quote for a large order critical!!!,Trade,High,negative,3
17905,Damaged packaging critical!!,Packaging,High,negative,1
17906,What is the wholesale price? It has been 5 days.,Trade,Medium,neutral,14
17907,The package was crushed It has been 4 days.,Packaging,Medium,neutral,8
17908,This product broke immediately No rush.,Product,Low,positive,27
17909,Torn box It has been 4 days.,Packaging,Medium,neutral,7
17910,Quality is terrible and broke,Product,Medium,neutral,6
17911,Product malfunctioning No rush.,Product,Low,positive,28
17912,Damaged packaging,Packaging,Medium,neutral,13
17913,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,15
17914,This product broke immediately No rush.,Product,Low,positive,28
17915,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,13
17916,Wrapping was completely destroyed critical!!,Packaging,High,negative,3
17917,Product stopped working,Product,Medium,neutral,15
17918,Inquiry about pricing deadline!,Trade,High,negative,2
17919,Defective item received No rush.,Product,Low,positive,20
17920,Wrapping was completely destroyed quick!,Packaging,High,negative,4
17921,Quality is terrible and broke,Product,Medium,neutral,14
17922,Wrapping was completely destroyed quick!,Packaging,High,negative,4
17923,I need a quote for a large order urgent!,Trade,High,negative,1
17924,Item is completely broken No rush.,Product,Low,positive,19
17925,Trade-related query No rush.,Trade,Low,positive,21
17926,Box was broken deadline!!!,Packaging,High,negative,1
17927,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,6
17928,Trade-related query immediately!!,Trade,High,negative,1
17929,Need bulk order details,Trade,Medium,neutral,8
17930,Wrapping was completely destroyed quick!,Packaging,High,negative,1
17931,Need bulk order details critical!!,Trade,High,negative,3
17932,Poor packaging quality,Packaging,Medium,neutral,15
17933,Trade-related query It has been 4 days.,Trade,Medium,neutral,7
17934,Torn box asap!!!,Packaging,High,negative,4
17935,Torn box It has been 2 days.,Packaging,Medium,neutral,15
17936,This product broke immediately,Product,Medium,neutral,13
17937,Torn box,Packaging,Medium,neutral,8
17938,Box was broken It has been 2 days.,Packaging,Medium,neutral,12
17939,Item is completely broken,Product,Medium,neutral,7
17940,Quality is terrible and broke No rush.,Product,Low,positive,24
17941,Trade-related query emergency!,Trade,High,negative,1
17942,Trade-related query,Trade,High,negative,3
17943,The package was crushed,Packaging,Medium,neutral,6
17944,Inquiry about pricing No rush.,Trade,Low,positive,21
17945,I need a quote for a large order It has been 5 days.,Trade,Medium,neutral,13
17946,The package was crushed No rush.,Packaging,Low,positive,25
17947,Product stopped working,Product,Medium,neutral,9
17948,This product broke immediately,Product,Medium,neutral,10
17949,Wrapping was completely destroyed It has been 2 days.,Packaging,Medium,neutral,10
17950,Poor packaging quality urgent!,Packaging,High,negative,1
17951,Wrapping was completely destroyed,Packaging,Medium,neutral,9
17952,The package was crushed No rush.,Packaging,Low,positive,25
17953,Wrapping was completely destroyed,Packaging,Medium,neutral,13
17954,Poor packaging quality quick!!,Packaging,High,negative,3
17955,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,8
17956,Need bulk order details No rush.,Trade,Low,positive,25
17957,Inquiry about pricing No rush.,Trade,Low,positive,30
17958,Item is completely broken,Product,High,negative,3
17959,Box was broken,Packaging,Medium,neutral,7
17960,Torn box It has been 4 days.,Packaging,Medium,neutral,15
17961,What is the wholesale price? urgent!,Trade,High,negative,2
17962,Defective item received It has been 5 days.,Product,Medium,neutral,10
17963,Need bulk order details It has been 3 days.,Trade,Medium,neutral,14
17964,Poor packaging quality,Packaging,Medium,neutral,6
17965,Damaged packaging No rush.,Packaging,Low,positive,16
17966,Inquiry about pricing asap!,Trade,High,negative,3
17967,What is the wholesale price? No rush.,Trade,Low,positive,25
17968,Torn box critical!!,Packaging,High,negative,5
17969,Trade-related query It has been 4 days.,Trade,Medium,neutral,6
17970,Damaged packaging No rush.,Packaging,Low,positive,26
17971,Trade-related query No rush.,Trade,Low,positive,30
17972,Product stopped working,Product,Medium,neutral,12
17973,Poor packaging quality,Packaging,Medium,neutral,14
17974,Defective item received fast!,Product,High,negative,1
17975,Inquiry about pricing No rush.,Trade,Low,positive,17
17976,Product stopped working,Product,High,negative,5
17977,Inquiry about pricing,Trade,Medium,neutral,7
17978,Defective item received It has been 2 days.,Product,Medium,neutral,13
17979,Product stopped working urgent!,Product,High,negative,2
17980,Quality is terrible and broke No rush.,Product,Low,positive,16
17981,Box was broken,Packaging,Medium,neutral,11
17982,This product broke immediately No rush.,Product,Low,positive,21
17983,Need bulk order details deadline!,Trade,High,negative,5
17984,I need a quote for a large order,Trade,Medium,neutral,10
17985,Box was broken It has been 2 days.,Packaging,Medium,neutral,15
17986,Torn box,Packaging,High,negative,1
17987,Trade-related query,Trade,Medium,neutral,13
17988,Item is completely broken immediately!!!,Product,High,negative,2
17989,Need bulk order details resolve soon!!!,Trade,High,negative,4
17990,Box was broken deadline!,Packaging,High,negative,5
17991,Damaged packaging It has been 5 days.,Packaging,Medium,neutral,15
17992,Trade-related query No rush.,Trade,Low,positive,24
17993,This product broke immediately It has been 4 days.,Product,Medium,neutral,15
17994,Product malfunctioning It has been 5 days.,Product,Medium,neutral,6
17995,Poor packaging quality asap!!!,Packaging,High,negative,3
17996,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,11
17997,Inquiry about pricing It has been 4 days.,Trade,Medium,neutral,11
17998,Poor packaging quality,Packaging,Medium,neutral,10
17999,Need bulk order details It has been 2 days.,Trade,Medium,neutral,12
18000,The package was crushed It has been 4 days.,Packaging,Medium,neutral,14
18001,Item is completely broken It has been 4 days.,Product,Medium,neutral,8
18002,Item is completely broken No rush.,Product,Low,positive,27
18003,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,10
18004,I need a refund because it broke It has been 5 days.,Product,Medium,neutral,14
18005,I need a refund because it broke,Product,High,negative,2
18006,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,9
18007,Wrapping was completely destroyed No rush.,Packaging,Low,positive,27
18008,Inquiry about pricing asap!!,Trade,High,negative,2
18009,Damaged packaging immediately!!,Packaging,High,negative,2
18010,I need a quote for a large order,Trade,High,negative,4
18011,Need bulk order details,Trade,Medium,neutral,9
18012,Damaged packaging No rush.,Packaging,Low,positive,21
18013,Product stopped working It has been 4 days.,Product,Medium,neutral,15
18014,Quality is terrible and broke No rush.,Product,Low,positive,19
18015,Product malfunctioning It has been 4 days.,Product,Medium,neutral,14
18016,Quality is terrible and broke It has been 2 days.,Product,Medium,neutral,9
18017,Need bulk order details,Trade,Medium,neutral,13
18018,Product malfunctioning No rush.,Product,Low,positive,27
18019,What is the wholesale price? No rush.,Trade,Low,positive,25
18020,Wrapping was completely destroyed No rush.,Packaging,Low,positive,18
18021,Damaged packaging It has been 3 days.,Packaging,Medium,neutral,14
18022,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,7
18023,Item is completely broken emergency!!,Product,High,negative,1
18024,Inquiry about pricing No rush.,Trade,Low,positive,25
18025,Defective item received No rush.,Product,Low,positive,26
18026,Product stopped working fast!,Product,High,negative,2
18027,Need bulk order details immediately!!!,Trade,High,negative,4
18028,Trade-related query No rush.,Trade,Low,positive,24
18029,I need a refund because it broke It has been 2 days.,Product,Medium,neutral,11
18030,Trade-related query,Trade,Medium,neutral,15
18031,I need a refund because it broke,Product,Medium,neutral,11
18032,Trade-related query immediately!,Trade,High,negative,2
18033,Torn box,Packaging,High,negative,3
18034,I need a refund because it broke,Product,High,negative,2
18035,Damaged packaging No rush.,Packaging,Low,positive,20
18036,Need bulk order details It has been 2 days.,Trade,Medium,neutral,10
18037,Box was broken No rush.,Packaging,Low,positive,19
18038,What is the wholesale price? It has been 5 days.,Trade,Medium,neutral,10
18039,I need a refund because it broke critical!,Product,High,negative,3
18040,Inquiry about pricing resolve soon!!,Trade,High,negative,3
18041,I need a quote for a large order No rush.,Trade,Low,positive,29
18042,Quality is terrible and broke No rush.,Product,Low,positive,19
18043,Need bulk order details It has been 4 days.,Trade,Medium,neutral,14
18044,Product malfunctioning quick!!!,Product,High,negative,2
18045,Trade-related query asap!!!,Trade,High,negative,4
18046,Product malfunctioning It has been 5 days.,Product,Medium,neutral,13
18047,Poor packaging quality No rush.,Packaging,Low,positive,19
18048,What is the wholesale price? deadline!!!,Trade,High,negative,3
18049,I need a quote for a large order,Trade,Medium,neutral,12
18050,Inquiry about pricing No rush.,Trade,Low,positive,22
18051,Item is completely broken asap!!,Product,High,negative,2
18052,I need a quote for a large order quick!,Trade,High,negative,3
18053,Product stopped working,Product,Medium,neutral,7
18054,Inquiry about pricing It has been 5 days.,Trade,Medium,neutral,15
18055,Torn box It has been 4 days.,Packaging,Medium,neutral,11
18056,I need a quote for a large order fast!!!,Trade,High,negative,3
18057,The package was crushed No rush.,Packaging,Low,positive,19
18058,Product stopped working fast!!!,Product,High,negative,4
